objectid,title,date,archival_date,president,commencement_address,guest_speakers,location,latitude,longitude,source,identifier,type,format,format_original,language,rights,rightsstatement,filename,display_template,object_location,image_small,image_thumb,cdmid
commencement124,One Hundred Fifth Commencement,2000-05-13,13 May 2000,"Hoover, Robert A.","Ambrose, Elaine",,,,,University of Idaho Library Special Collections and Archives,commencement-may2000,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may2000.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may2000.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may2000_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may2000_sm.jpg,1189
commencement125,One Hundred Sixth Commencement,2000-12-16,16 December 2000,"Hoover, Robert A.","Goldin, Daniel S.",,,,,University of Idaho Library Special Collections and Archives,commencement-dec2000,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-dec2000.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-dec2000.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2000_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2000_sm.jpg,1187
commencement126,One Hundred Sixth Commencement,2001-05-19,19 May 2001,"Hoover, Robert A.","Kiplinger, Austin",,,,,University of Idaho Library Special Collections and Archives,commencement-may2001,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may2001.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may2001.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may2001_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may2001_sm.jpg,1093
commencement127,One Hundred Seventh Commencement,2001-12-15,15 December 2001,"Hoover, Robert A.","Hansen, William D.","Hansen, William D.",,,,University of Idaho Library Special Collections and Archives,commencement-dec2001,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-dec2001.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-dec2001.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2001_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2001_sm.jpg,1125
commencement128,One Hundred Seventh Commencement,2002-05-18,18 May 2002,"Hoover, Robert A.","Perry, William J.",,,,,University of Idaho Library Special Collections and Archives,commencement-may2002,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may2002.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may2002.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may2002_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may2002_sm.jpg,1053
commencement129,One Hundred Eighth Commencement,2002-12-14,14 December 2002,"Hoover, Robert A.","Rock, J. Richard",,,,,University of Idaho Library Special Collections and Archives,commencement-dec2002,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-dec2002.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-dec2002.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2002_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2002_sm.jpg,1179
commencement130,Commencement Awards Banquet,2003-05-16,16 May 2003,,,,University Inn Best Western,46.73359947,-117.0237896,University of Idaho Library Special Collections and Archives,commencementawardsbanquet-may2003,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencementawardsbanquet-may2003.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencementawardsbanquet-may2003.pdf,https://objects.lib.uidaho.edu/commencement/small/commencementawardsbanquet-may2003_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencementawardsbanquet-may2003_sm.jpg,1092
commencement131,One Hundred Eighth Commencement,2003-05-17,17 May 2003,"Pitcher, Brian L.","Philips, Peggy","Philips, Peggy ""Van Sice""",,,,University of Idaho Library Special Collections and Archives,commencement-may2003,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may2003.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may2003.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may2003_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may2003_sm.jpg,1150
commencement132,One Hundred Ninth Commencement,2003-12-13,13 December 2003,"Michael, Gary G.","Sampson, Gary G.","Sampson, Gary G.",,,,University of Idaho Library Special Collections and Archives,commencement-dec2003,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-dec2003.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-dec2003.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2003_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2003_sm.jpg,1209
commencement133,One Hundred Ninth Commencement Degrees Conferred,2004-05-15,15 May 2004,"Michael, Gary G.","Allen, Sharon","Allen, Sharon L.; Hansen, John D.; Matheson, David J.; Terteling-Payne, Carolyn",,,,University of Idaho Library Special Collections and Archives,commencement-may2004,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-may2004.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-may2004.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-may2004_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-may2004_sm.jpg,1115
commencement134,One Hundred Tenth Commencement,2004-12-11,11 December 2004,"White, Timothy P.","Dyess, Kirby","Dyess, Kirby",,,,University of Idaho Library Special Collections and Archives,commencement-dec2004,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-dec2004.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-dec2004.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2004_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-dec2004_sm.jpg,1129
