title,description,date,date_is_approximate,subject,campus_event,event_category,campus_organization,latitude,longitude,donor,publisher-digital,source,identifier,rights,rightsstatement,format_original,type,format,language,cdm_url,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb,errors
Freshman Phillip 'Flip' Kleffner kicking,"Freshman football player for the University of Idaho Phillip 'Flip' Kleffner (#11), kicking.",1951,,football (sports); football fields,,athletics,football,46.726305,-117.0168,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-1110a,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.75x4.5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1139,1139,pg21139,image,pg21139.jpg,https://objects.lib.uidaho.edu/pg2/pg21139.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21139_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21139_th.jpg,
Freshman Phillip 'Flip' Kleffner catching,"Phillip 'Flip' Kleffner (#11), a freshman on the University of Idaho football team, catching the ball.",1951,,football (sports); football fields,,athletics,football,46.726514,-117.016947,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-1110c,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.75x4.5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1140,1140,pg21140,image,pg21140.jpg,https://objects.lib.uidaho.edu/pg2/pg21140.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21140_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21140_th.jpg,
Freshman Bill Lawr,"Bill Lawr (#50), a freshman football player for the University of Idaho.",1951,,football (sports); football fields,,athletics,football,46.726605,-117.017084,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-1111a,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.75x4.5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1141,1141,pg21141,image,pg21141.jpg,https://objects.lib.uidaho.edu/pg2/pg21141.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21141_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21141_th.jpg,
Freshman Bill Lawr running,"Freshman football player for the University of Idaho, Bill Lawr (#50), running.",1951,,football (sports); football fields,,athletics,football,46.726519,-117.017121,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-1111b,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.75x4.5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1142,1142,pg21142,image,pg21142.jpg,https://objects.lib.uidaho.edu/pg2/pg21142.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21142_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21142_th.jpg,
Freshman Louis Mendicla,"Freshman football player for the University of Idaho, Louis Mendicla, reaching for ball mid-air.",1951,,football (sports); football fields,,athletics,football,46.726386,-117.017162,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-1112a,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.75x4.5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1143,1143,pg21143,image,pg21143.jpg,https://objects.lib.uidaho.edu/pg2/pg21143.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21143_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21143_th.jpg,
Freshman Phillip 'Flip' Kleffner standing,"Freshman football player for the University of Idaho Phillip 'Flip' Kleffner (#11), standing.",1951,,football (sports); football fields,,athletics,football,46.726444,-117.01681,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-1110b,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.75x4.5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1144,1144,pg21144,image,pg21144.jpg,https://objects.lib.uidaho.edu/pg2/pg21144.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21144_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21144_th.jpg,
Freshman Louis Mendicla catching,"Freshman football player for the University of Idaho, Louis Mendicla, catching a football.",1951,,football (sports); football fields,,athletics,football,46.726259,-117.01721,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-1112b,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.75x4.5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1145,1145,pg21145,image,pg21145.jpg,https://objects.lib.uidaho.edu/pg2/pg21145.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21145_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21145_th.jpg,
Freshman Dick Pickett,"Dick Pickett, a freshman on the University of Idaho football team, standing on the field with a ball.",1951,,football (sports); football fields,,athletics,football,46.726426,-117.017339,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-1113,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.75x4.5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1146,1146,pg21146,image,pg21146.jpg,https://objects.lib.uidaho.edu/pg2/pg21146.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21146_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21146_th.jpg,
Freshman Merlin Powell,"Merlin Powell, a freshman on the University of Idaho football team, standing on the field with a ball.",1951,,football (sports); football fields,,athletics,football,46.726517,-117.017435,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-1114,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.75x4.5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1147,1147,pg21147,image,pg21147.jpg,https://objects.lib.uidaho.edu/pg2/pg21147.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21147_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21147_th.jpg,
Freshman Roger Randolph,"Roger Randolph, a freshman on the University of Idaho football team, kneeling on the field.",1951,,football (sports); football fields,,athletics,football,46.726517,-117.017562,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-1115,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.75x4.5 black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1148,1148,pg21148,image,pg21148.jpg,https://objects.lib.uidaho.edu/pg2/pg21148.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21148_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21148_th.jpg,
Darrell Surber running,"Freshman football player, Darrell Surber (#37), running towards the camera with a football on the University of Idaho field.",1951,,football (sports); portraits,,athletics,football,46.725962,-117.018183,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-1116a,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1149,1149,pg21149,image,pg21149.jpg,https://objects.lib.uidaho.edu/pg2/pg21149.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21149_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21149_th.jpg,
Don Wisdom running,"Don Wisdom (#54), a freshman football player for the University of Idaho, running with a football.",1951,,football (sports); portraits,,athletics,football,46.726576,-117.018074,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-1118b,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1150,1150,pg21150,image,pg21150.jpg,https://objects.lib.uidaho.edu/pg2/pg21150.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21150_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21150_th.jpg,
Aldred Ames crouching,University of Idaho football player Aldred Ames crouching on the field.,1951,,football (sports); portraits,,athletics,football,46.72658,-117.017889,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-1125,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white film negative,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1151,1151,pg21151,image,pg21151.jpg,https://objects.lib.uidaho.edu/pg2/pg21151.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21151_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21151_th.jpg,
Don Wisdom standing,"Freshman University of Idaho football player, Don Wisdom (#54), standing and holding a football.",1951,,football (sports); portraits,,athletics,football,46.726476,-117.018126,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,PG2 University of Idaho Student Organizations Collection,115-1118a,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpeg,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/1152,1152,pg21152,image,pg21152.jpg,https://objects.lib.uidaho.edu/pg2/pg21152.jpg,https://objects.lib.uidaho.edu/pg2/small/pg21152_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg21152_th.jpg,
